icd_code,long_title,frequency
S62332A,"Displaced fracture of neck of third metacarpal bone, right hand, initial encounter for closed fracture",1
S62331B,"Displaced fracture of neck of second metacarpal bone, left hand, initial encounter for open fracture",1
S62327B,"Displaced fracture of shaft of fifth metacarpal bone, left hand, initial encounter for open fracture",1
N942,Vaginismus,1
N924,Excessive bleeding in the premenopausal period,1
87365,"Open wound of palate, without mention of complication",1
87359,"Open wound of other and multiple sites of face, complicated",1
88023,"Open wound of upper arm, with tendon involvement",1
88019,"Open wound of multiple sites of shoulder and upper arm, complicated",1
S62501D,"Fracture of unspecified phalanx of right thumb, subsequent encounter for fracture with routine healing",1
S62396B,"Other fracture of fifth metacarpal bone, right hand, initial encounter for open fracture",1
S62394B,"Other fracture of fourth metacarpal bone, right hand, initial encounter for open fracture",1
S62393B,"Other fracture of third metacarpal bone, left hand, initial encounter for open fracture",1
S62393A,"Other fracture of third metacarpal bone, left hand, initial encounter for closed fracture",1
S62391B,"Other fracture of second metacarpal bone, left hand, initial encounter for open fracture",1
S62390B,"Other fracture of second metacarpal bone, right hand, initial encounter for open fracture",1
S62366A,"Nondisplaced fracture of neck of fifth metacarpal bone, right hand, initial encounter for closed fracture",1
S62365B,"Nondisplaced fracture of neck of fourth metacarpal bone, left hand, initial encounter for open fracture",1
S62365A,"Nondisplaced fracture of neck of fourth metacarpal bone, left hand, initial encounter for closed fracture",1
S62364A,"Nondisplaced fracture of neck of fourth metacarpal bone, right hand, initial encounter for closed fracture",1
S62357A,"Nondisplaced fracture of shaft of fifth metacarpal bone, left hand, initial encounter for closed fracture",1
N889,"Noninflammatory disorder of cervix uteri, unspecified",1
N882,Stricture and stenosis of cervix uteri,1
S62514A,"Nondisplaced fracture of proximal phalanx of right thumb, initial encounter for closed fracture",1
5967,Hemorrhage into bladder wall,1
5966,"Rupture of bladder, nontraumatic",1
59651,Hypertonicity of bladder,1
5949,"Calculus of lower urinary tract, unspecified",1
S62509A,"Fracture of unspecified phalanx of unspecified thumb, initial encounter for closed fracture",1
S62502B,"Fracture of unspecified phalanx of left thumb, initial encounter for open fracture",1
S62502A,"Fracture of unspecified phalanx of left thumb, initial encounter for closed fracture",1
N813,Complete uterovaginal prolapse,1
N812,Incomplete uterovaginal prolapse,1
N759,"Disease of Bartholin's gland, unspecified",1
8841,"Multiple and unspecified open wound of upper limb, complicated",1
8960,"Traumatic amputation of foot (complete) (partial), unilateral, without mention of complication",1
87400,"Open wound of larynx with trachea, without mention of complication",1
N830,Follicular cyst of ovary,1
N828,Other female genital tract fistulae,1
8872,"Traumatic amputation of arm and hand (complete) (partial), unilateral, at or above elbow, without mention of complication",1
8870,"Traumatic amputation of arm and hand (complete) (partial), unilateral, below elbow, without mention of complication",1
N758,Other diseases of Bartholin's gland,1
N711,Chronic inflammatory disease of uterus,1
N7092,"Oophoritis, unspecified",1
90451,Injury to anterior tibial artery,1
90441,Injury to popliteal artery,1
9042,Injury to femoral veins,1
5929,"Urinary calculus, unspecified",1
59000,Chronic pyelonephritis without lesion of renal medullary necrosis,1
S62606B,"Fracture of unspecified phalanx of right little finger, initial encounter for open fracture",1
S62605B,"Fracture of unspecified phalanx of left ring finger, initial encounter for open fracture",1
S62603A,"Fracture of unspecified phalanx of left middle finger, initial encounter for closed fracture",1
S62601B,"Fracture of unspecified phalanx of left index finger, initial encounter for open fracture",1
S62525B,"Nondisplaced fracture of distal phalanx of left thumb, initial encounter for open fracture",1
S62515B,"Nondisplaced fracture of proximal phalanx of left thumb, initial encounter for open fracture",1
N6011,Diffuse cystic mastopathy of right breast,1
N528,Other male erectile dysfunction,1
9066,Late effect of burn of wrist and hand,1
5851,"Chronic kidney disease, Stage I",1
5834,"Nephritis and nephropathy, not specified as acute or chronic, with lesion of rapidly progressive glomerulonephritis",1
58281,Chronic glomerulonephritis in diseases classified elsewhere,1
S62607A,"Fracture of unspecified phalanx of left little finger, initial encounter for closed fracture",1
9041,Injury to superficial femoral artery,1
9034,Injury to palmar artery,1
90241,Injury to renal artery,1
9011,Injury to innominate and subclavian arteries,1
N7001,Acute salpingitis,1
N649,"Disorder of breast, unspecified",1
N643,Galactorrhea not associated with childbirth,1
N6322,"Unspecified lump in the left breast, upper inner quadrant",1
8932,"Open wound of toe(s), with tendon involvement",1
9057,Late effect of sprain and strain without mention of tendon injury,1
9053,Late effect of fracture of neck of femur,1
9049,Injury to blood vessels of unspecified site,1
9048,Injury to unspecified blood vessel of lower extremity,1
90454,Injury to posterior tibial vein,1
90453,Injury to posterior tibial artery,1
N499,Inflammatory disorder of unspecified male genital organ,1
N491,"Inflammatory disorders of spermatic cord, tunica vaginalis and vas deferens",1
N4831,Priapism due to trauma,1
9111,"Abrasion or friction burn of trunk, infected",1
587,"Renal sclerosis, unspecified",1
N6321,"Unspecified lump in the left breast, upper outer quadrant",1
N6313,"Unspecified lump in the right breast, lower outer quadrant",1
N6312,"Unspecified lump in the right breast, upper inner quadrant",1
N62,Hypertrophy of breast,1
N6082,Other benign mammary dysplasias of left breast,1
N3943,Post-void dribbling,1
5765,Spasm of sphincter of Oddi,1
S62633D,"Displaced fracture of distal phalanx of left middle finger, subsequent encounter for fracture with routine healing",1
S62632D,"Displaced fracture of distal phalanx of right middle finger, subsequent encounter for fracture with routine healing",1
5822,Chronic glomerulonephritis with lesion of membranoproliferative glomerulonephritis,1
5812,Nephrotic syndrome with lesion of membranoproliferative glomerulonephritis,1
5809,Acute glomerulonephritis with unspecified pathological lesion in kidney,1
58081,Acute glomerulonephritis in diseases classified elsewhere,1
9103,"Blister of face, neck, and scalp except eye, infected",1
9099,Late effect of other and unspecified external causes,1
9084,"Late effect of injury to blood vessel of thorax, abdomen, and pelvis",1
N4403,Torsion of appendix testis,1
N4342,"Spermatocele of epididymis, multiple",1
N4340,"Spermatocele of epididymis, unspecified",1
9137,"Superficial foreign body (splinter) of elbow, forearm, and wrist, without major open wound, infected",1
9132,"Blister of elbow, forearm, and wrist, without mention of infection",1
N393,Stress incontinence (female) (male),1
N3592,"Unspecified urethral stricture, female",1
N35919,"Unspecified urethral stricture, male, unspecified site",1
N340,Urethral abscess,1
S62657A,"Nondisplaced fracture of middle phalanx of left little finger, initial encounter for closed fracture",1
S62656A,"Nondisplaced fracture of middle phalanx of right little finger, initial encounter for closed fracture",1
S62651B,"Nondisplaced fracture of middle phalanx of left index finger, initial encounter for open fracture",1
S62651A,"Nondisplaced fracture of middle phalanx of left index finger, initial encounter for closed fracture",1
S62644A,"Nondisplaced fracture of proximal phalanx of right ring finger, initial encounter for closed fracture",1
S62643A,"Nondisplaced fracture of proximal phalanx of left middle finger, initial encounter for closed fracture",1
S62641B,"Nondisplaced fracture of proximal phalanx of left index finger, initial encounter for open fracture",1
S62639A,"Displaced fracture of distal phalanx of unspecified finger, initial encounter for closed fracture",1
9128,"Other and unspecified superficial injury of shoulder and upper arm, without mention of infection",1
9117,"Superficial foreign body (splinter) of trunk, without major open wound, infected",1
N431,Infected hydrocele,1
N3944,Nocturnal enuresis,1
N3041,Irradiation cystitis with hematuria,1
N3040,Irradiation cystitis without hematuria,1
N2886,Ureteritis cystica,1
9169,"Other and unspecified superficial injury of hip, thigh, leg, and ankle, infected",1
S63092A,"Other subluxation of left wrist and hand, initial encounter",1
S63064A,"Dislocation of metacarpal (bone), proximal end of right hand, initial encounter",1
S63055A,"Dislocation of other carpometacarpal joint of left hand, initial encounter",1
S63044A,"Dislocation of carpometacarpal joint of right thumb, initial encounter",1
S63035A,"Dislocation of midcarpal joint of left wrist, initial encounter",1
S6292XA,"Unspecified fracture of left wrist and hand, initial encounter for closed fracture",1
S62667A,"Nondisplaced fracture of distal phalanx of left little finger, initial encounter for closed fracture",1
S62666A,"Nondisplaced fracture of distal phalanx of right little finger, initial encounter for closed fracture",1
S62663B,"Nondisplaced fracture of distal phalanx of left middle finger, initial encounter for open fracture",1
S62662B,"Nondisplaced fracture of distal phalanx of right middle finger, initial encounter for open fracture",1
